{cycles = 0xe9f6a9e, diff_cycles = 0x1, operation = 0x80282ec "Reset usbBuffers", preempted_program_pointer = 0x801ab86, epnum = 0x2, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x16, adj_usb_buff = 0x0, usb_buff = 0x16, dma_pos_at_usb = 0xa, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x1
{cycles = 0xe9f1531, diff_cycles = 0x13091, operation = 0x802747c "XFRC", preempted_program_pointer = 0x8007c70, epnum = 0x6, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f1535, diff_cycles = 0x13095, operation = 0x8027628 "Feedback OUT", preempted_program_pointer = 0x8007c70, epnum = 0x1, is_in = 0x0, diff_usb = 0x1, expected_buff = 0x1c, adj_usb_buff = 0x1d, usb_buff = 0x1d, dma_pos_at_usb = 0x10, buffer_processed_flag = 0x1, dma_isr_flag = 0x0, available_data_for_processing = 0x30, usb_available_lock = 0x0
{cycles = 0xe9f1539, diff_cycles = 0x13099, operation = 0x8027638 "Write usbBuffers", preempted_program_pointer = 0x8007c70, epnum = 0x1, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x4d, dma_pos_at_usb = 0x11, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f153d, diff_cycles = 0x1309d, operation = 0x8027458 "IT", preempted_program_pointer = 0x8007c70, epnum = 0x20, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f1597, diff_cycles = 0x130f7, operation = 0x8027458 "IT", preempted_program_pointer = 0x8007ea6, epnum = 0x28, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f159a, diff_cycles = 0x130fa, operation = 0x80274ec "SOF", preempted_program_pointer = 0x8007ea6, epnum = 0x0, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f1614, diff_cycles = 0x13174, operation = 0x8027458 "IT", preempted_program_pointer = 0x8007c74, epnum = 0x28, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f1616, diff_cycles = 0x13176, operation = 0x80274ec "SOF", preempted_program_pointer = 0x8007c74, epnum = 0x0, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f1691, diff_cycles = 0x131f1, operation = 0x8027458 "IT", preempted_program_pointer = 0x8007c82, epnum = 0x28, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f1694, diff_cycles = 0x131f4, operation = 0x80274ec "SOF", preempted_program_pointer = 0x8007c82, epnum = 0x0, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f170e, diff_cycles = 0x1326e, operation = 0x8027458 "IT", preempted_program_pointer = 0x8007d92, epnum = 0x28, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f1710, diff_cycles = 0x13270, operation = 0x80274ec "SOF", preempted_program_pointer = 0x8007d92, epnum = 0x0, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f178b, diff_cycles = 0x132eb, operation = 0x8027458 "IT", preempted_program_pointer = 0x8007c6c, epnum = 0x28, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f178e, diff_cycles = 0x132ee, operation = 0x80274ec "SOF", preempted_program_pointer = 0x8007c6c, epnum = 0x0, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f17be, diff_cycles = 0x1331e, operation = 0x8028528 "Audio Processing start", preempted_program_pointer = 0x0, epnum = 0x0, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f17c2, diff_cycles = 0x13322, operation = 0x8027618 "Read usbBuffers", preempted_program_pointer = 0x0, epnum = 0x0, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f17c7, diff_cycles = 0x13327, operation = 0x8027618 "Read usbBuffers", preempted_program_pointer = 0x0, epnum = 0x1, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x1d, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f1809, diff_cycles = 0x13369, operation = 0x8027458 "IT", preempted_program_pointer = 0x8016e3e, epnum = 0x28, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f180b, diff_cycles = 0x1336b, operation = 0x80274ec "SOF", preempted_program_pointer = 0x8016e3e, epnum = 0x0, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f1861, diff_cycles = 0x133c1, operation = 0x8027638 "Write usbBuffers", preempted_program_pointer = 0x0, epnum = 0x2, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x8f, dma_pos_at_usb = 0x7, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f1865, diff_cycles = 0x133c5, operation = 0x80286e8 "Audio Processing end", preempted_program_pointer = 0x0, epnum = 0x0, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f1886, diff_cycles = 0x133e6, operation = 0x8027458 "IT", preempted_program_pointer = 0x8007c54, epnum = 0x28, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f1889, diff_cycles = 0x133e9, operation = 0x80274ec "SOF", preempted_program_pointer = 0x8007c54, epnum = 0x0, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f1902, diff_cycles = 0x13462, operation = 0x8027458 "IT", preempted_program_pointer = 0x8007d8c, epnum = 0x28, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f1905, diff_cycles = 0x13465, operation = 0x80274ec "SOF", preempted_program_pointer = 0x8007d8c, epnum = 0x0, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f190b, diff_cycles = 0x1346b, operation = 0x8027458 "IT", preempted_program_pointer = 0x8007d92, epnum = 0x30, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f190d, diff_cycles = 0x1346d, operation = 0x802745c "GRXSTSP", preempted_program_pointer = 0x8007d92, epnum = 0x2, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f190f, diff_cycles = 0x1346f, operation = 0x8027464 "RXFLVL", preempted_program_pointer = 0x8007d92, epnum = 0x6, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f1914, diff_cycles = 0x13474, operation = 0x8027458 "IT", preempted_program_pointer = 0x8007d92, epnum = 0x30, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f1916, diff_cycles = 0x13476, operation = 0x802745c "GRXSTSP", preempted_program_pointer = 0x8007d92, epnum = 0x3, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f1918, diff_cycles = 0x13478, operation = 0x802747c "XFRC", preempted_program_pointer = 0x8007d92, epnum = 0x6, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f191c, diff_cycles = 0x1347c, operation = 0x8027628 "Feedback OUT", preempted_program_pointer = 0x8007d92, epnum = 0x1, is_in = 0x0, diff_usb = 0x1, expected_buff = 0x1c, adj_usb_buff = 0x1d, usb_buff = 0x1d, dma_pos_at_usb = 0x10, buffer_processed_flag = 0x1, dma_isr_flag = 0x0, available_data_for_processing = 0x30, usb_available_lock = 0x0
{cycles = 0xe9f1921, diff_cycles = 0x13481, operation = 0x8027638 "Write usbBuffers", preempted_program_pointer = 0x8007d92, epnum = 0x1, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x4d, dma_pos_at_usb = 0x11, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f1924, diff_cycles = 0x13484, operation = 0x8027458 "IT", preempted_program_pointer = 0x8007d92, epnum = 0x20, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f197f, diff_cycles = 0x134df, operation = 0x8027458 "IT", preempted_program_pointer = 0x8007d92, epnum = 0x28, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f1982, diff_cycles = 0x134e2, operation = 0x80274ec "SOF", preempted_program_pointer = 0x8007d92, epnum = 0x0, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f19fc, diff_cycles = 0x1355c, operation = 0x8027458 "IT", preempted_program_pointer = 0x8007c5c, epnum = 0x28, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f19ff, diff_cycles = 0x1355f, operation = 0x80274ec "SOF", preempted_program_pointer = 0x8007c5c, epnum = 0x0, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f1a79, diff_cycles = 0x135d9, operation = 0x8027458 "IT", preempted_program_pointer = 0x8007c78, epnum = 0x28, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f1a7c, diff_cycles = 0x135dc, operation = 0x80274ec "SOF", preempted_program_pointer = 0x8007c78, epnum = 0x0, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f1af6, diff_cycles = 0x13656, operation = 0x8027458 "IT", preempted_program_pointer = 0x8007c86, epnum = 0x28, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f1af9, diff_cycles = 0x13659, operation = 0x80274ec "SOF", preempted_program_pointer = 0x8007c86, epnum = 0x0, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f1b73, diff_cycles = 0x136d3, operation = 0x8027458 "IT", preempted_program_pointer = 0x8007c6c, epnum = 0x28, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f1b76, diff_cycles = 0x136d6, operation = 0x80274ec "SOF", preempted_program_pointer = 0x8007c6c, epnum = 0x0, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f1ba6, diff_cycles = 0x13706, operation = 0x8028528 "Audio Processing start", preempted_program_pointer = 0x0, epnum = 0x0, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f1baa, diff_cycles = 0x1370a, operation = 0x8027618 "Read usbBuffers", preempted_program_pointer = 0x0, epnum = 0x0, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f1baf, diff_cycles = 0x1370f, operation = 0x8027618 "Read usbBuffers", preempted_program_pointer = 0x0, epnum = 0x1, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x1d, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f1bf1, diff_cycles = 0x13751, operation = 0x8027458 "IT", preempted_program_pointer = 0x8016d9a, epnum = 0x28, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f1bf3, diff_cycles = 0x13753, operation = 0x80274ec "SOF", preempted_program_pointer = 0x8016d9a, epnum = 0x0, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f1c49, diff_cycles = 0x137a9, operation = 0x8027638 "Write usbBuffers", preempted_program_pointer = 0x0, epnum = 0x2, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x8f, dma_pos_at_usb = 0x7, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f1c4c, diff_cycles = 0x137ac, operation = 0x80286e8 "Audio Processing end", preempted_program_pointer = 0x0, epnum = 0x0, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f1c6e, diff_cycles = 0x137ce, operation = 0x8027458 "IT", preempted_program_pointer = 0x8007c5c, epnum = 0x28, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f1c70, diff_cycles = 0x137d0, operation = 0x80274ec "SOF", preempted_program_pointer = 0x8007c5c, epnum = 0x0, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f1cea, diff_cycles = 0x1384a, operation = 0x8027458 "IT", preempted_program_pointer = 0x8007c70, epnum = 0x28, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f1ced, diff_cycles = 0x1384d, operation = 0x80274ec "SOF", preempted_program_pointer = 0x8007c70, epnum = 0x0, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f1cf3, diff_cycles = 0x13853, operation = 0x8027458 "IT", preempted_program_pointer = 0x8007c70, epnum = 0x30, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f1cf6, diff_cycles = 0x13856, operation = 0x802745c "GRXSTSP", preempted_program_pointer = 0x8007c70, epnum = 0x2, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f1cf7, diff_cycles = 0x13857, operation = 0x8027464 "RXFLVL", preempted_program_pointer = 0x8007c70, epnum = 0x6, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f1cfc, diff_cycles = 0x1385c, operation = 0x8027458 "IT", preempted_program_pointer = 0x8007c70, epnum = 0x30, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f1cfe, diff_cycles = 0x1385e, operation = 0x802745c "GRXSTSP", preempted_program_pointer = 0x8007c70, epnum = 0x3, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f1d01, diff_cycles = 0x13861, operation = 0x802747c "XFRC", preempted_program_pointer = 0x8007c70, epnum = 0x6, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
